"KZV_NR";"ABR_ZEIT";"KGR";"KK_NR_BKV";"PW_KCH";"PW_KFO";"PW_ZE";"PW_PAR";"PW_KBR";"PW_IP"
"32";"2026Q1";"3";"106640880200";"1,3526";"1,0978";"1,1844";"1,3526";"1,3526";"1,4234"
"32";"2026Q1";"4";"106641535500";"1,3526";"1,0978";"1,1844";"1,3526";"1,3526";"1,4234"
"32";"2026Q1";"6";"106643157200";"1,3526";"1,0978";"1,1844";"1,3526";"1,3526";"1,4234"
"32";"2026Q1";"6";"106643165200";"1,3526";"1,0978";"1,1844";"1,3526";"1,3526";"1,4234"
"32";"2026Q1";"6";"106643203800";"1,3526";"1,0978";"1,1844";"1,3526";"1,3526";"1,4234"
"32";"2026Q1";"6";"106649239300";"1,3526";"1,0978";"1,1844";"1,3526";"1,3526";"1,4234"
"32";"2026Q1";"4";"106731037300";"1,3526";"1,0978";"1,1844";"1,3526";"1,3526";"1,4234"
"32";"2026Q1";"6";"106782956302";"1,3526";"1,0978";"1,1844";"1,3526";"1,3526";"1,4234"
"32";"2026Q1";"6";"106802930600";"1,3526";"1,0978";"1,1844";"1,3526";"1,3526";"1,4234"
"32";"2026Q1";"6";"111152007800";"1,3526";"1,0978";"1,1844";"1,3526";"1,3526";"1,4234"
"32";"2026Q1";"6";"111452505700";"1,3526";"1,0978";"1,1844";"1,3526";"1,3526";"1,4234"
"32";"2026Q1";"6";"111753140500";"1,3526";"1,0978";"1,1844";"1,3526";"1,3526";"1,4234"
"32";"2026Q1";"6";"111783201200";"1,3526";"1,0978";"1,1844";"1,3526";"1,3526";"1,4234"
"32";"2026Q1";"6";"111803561200";"1,3526";"1,0978";"1,1844";"1,3526";"1,3526";"1,4234"
"32";"2026Q1";"4";"111831040000";"1,3526";"1,0978";"1,1844";"1,3526";"1,3526";"1,4234"
"32";"2026Q1";"2";"111840500600";"1,4936";"1,2826";"1,3083";"1,4936";"1,4936";"1,5981"
"32";"2026Q1";"6";"111842898000";"1,3526";"1,0978";"1,1844";"1,3526";"1,3526";"1,4234"
"32";"2026Q1";"6";"111843242900";"1,3526";"1,0978";"1,1844";"1,3526";"1,3526";"1,4234"
